chrom	start	end	driver_score	direction
chr1	80253480	80253662	0.4953	-0.0664
chr1	80256954	80257098	0.5343	-0.083
chr1	80257990	80258167	0.5641	-0.0936
chr1	80258838	80259017	0.4818	-0.1588
chr1	80294120	80294297	0.5432	-0.1342
chr1	80308945	80309184	0.4703	-0.1288
chr1	80324440	80324725	0.4775	-0.2005
chr1	80332153	80332356	0.5457	-0.0751
chr1	80339441	80341428	0.7057	0.2173
chr1	80362585	80362742	0.487	-0.0805
chr1	80384097	80384480	0.5609	0.4153
chr1	80405275	80405466	0.5095	-0.1664
chr1	80408660	80408789	0.5447	0.1411
chr1	80418132	80419022	0.5709	-0.5397
chr1	80447252	80448298	0.6705	-0.8928
chr1	80468829	80469084	0.5362	-0.235
chr1	80472256	80472590	0.5427	-0.1395
chr1	80483334	80483870	0.53	-0.4863
chr1	80496387	80496649	0.4875	-0.2968
chr1	80496966	80497213	0.4714	-0.1691
chr1	80512331	80512466	0.5903	0.0793
chr1	80512681	80512884	0.5953	-0.2971
chr1	80516125	80516308	0.4667	-0.0644
chr1	80556394	80556732	0.4972	-0.2957
chr1	80571593	80572060	0.6071	-0.5374
chr1	80576502	80576836	0.4922	-0.325
chr1	80603121	80603422	0.5276	-0.4355
chr1	80606113	80606712	0.4803	-0.4509
chr1	80609483	80610033	0.5356	-0.5388
chr1	80618804	80619350	0.4923	-0.1488
chr1	80621717	80621903	0.5668	-0.0912
chr1	80630397	80631041	0.5431	0.3166
chr1	80637447	80637751	0.5309	0.1623
chr1	80639578	80640050	0.498	-0.3699
chr1	80641776	80642522	0.5364	-0.6044
chr1	80643746	80644274	0.5588	0.26
chr1	80648618	80648889	0.5254	0.0999
chr1	80652733	80653051	0.483	-0.12
chr1	80656479	80656620	0.5774	0.0824
chr1	80662097	80662262	0.4991	0.0988
chr1	80677744	80678082	0.5444	-0.412
chr1	80709301	80709663	0.5004	0.1597
chr1	80709938	80710681	0.5	-0.2276
chr1	80715763	80716539	0.5521	-0.4914
chr1	80716771	80716979	0.4861	-0.1522
chr1	80717452	80717851	0.5865	-0.2767
chr1	80718950	80719202	0.4895	-0.1373
chr1	80720153	80720411	0.5013	-0.2167
chr1	80723256	80723675	0.6031	-0.3395
chr1	80730693	80730947	0.6154	-0.2906
chr1	80737460	80738348	0.5389	-0.6952
chr1	80746822	80746984	0.5449	-0.1449
chr1	80756911	80757051	0.5181	0.0946
chr1	80757273	80757621	0.6124	-0.0113
chr1	80758093	80758881	0.4683	0.1634
chr1	80784186	80784756	0.477	-0.2849
chr1	80802071	80802850	0.6267	0.7352
chr1	80805111	80805294	0.6139	-0.102
chr1	80812940	80813278	0.4958	-0.2332
chr1	80824181	80824340	0.5382	0.0847
chr1	80837719	80837866	0.5596	-0.0624
chr1	80841304	80841740	0.5318	-0.6743
chr1	80852844	80853080	0.4935	-0.263
chr1	80854294	80854784	0.6412	1.0
chr1	80855049	80855735	0.5528	-0.7414
chr1	80868716	80869117	0.5789	0.6908
chr1	80893764	80893940	0.5208	-0.1429
chr1	80946907	80947246	0.5436	-0.1104
chr1	80950470	80950677	0.5248	0.2472
chr1	80962080	80962420	0.4801	-0.2064
chr1	80964529	80965016	0.4884	-0.2064
chr1	81098924	81099223	0.5615	0.3917
chr1	81129127	81129324	0.5402	0.2588
chr1	81166612	81166869	0.5042	-0.1104
chr1	81178758	81179419	0.5374	-0.5238
chr1	81193695	81193835	0.5043	-0.1127
chr1	81215244	81215374	0.5144	0.0917
chr1	81225130	81225309	0.4762	0.127
chr1	81231896	81232416	0.4774	-0.144
chr1	81266630	81266895	0.488	0.1411
chr1	81287143	81287477	0.4607	-0.0819
chr1	81301783	81301995	0.5764	-0.2074
chr1	81310010	81310409	0.5269	-0.2109
chr1	81316699	81317493	0.477	0.0726
chr1	81317592	81317736	0.5652	0.0824
chr1	81320528	81320794	0.513	-0.2585
chr1	81322226	81322790	0.5367	-0.6364
chr1	81331362	81331578	0.5276	-0.0816
chr1	81368870	81369535	0.5857	-0.6869
chr1	81371810	81372242	0.5031	-0.323
chr1	81435754	81436449	0.4483	0.3623
chr1	81455868	81456430	0.4848	-0.3643
chr1	81456805	81457483	0.5156	-0.5724
chr1	81516415	81517064	0.5236	-0.3564
chr1	81520826	81521152	0.5425	0.1199
chr1	81521606	81522097	0.5968	0.2776
chr1	81525827	81526154	0.5935	-0.8852
chr1	81538993	81540395	0.5102	-0.436
chr1	81545112	81545350	0.5365	0.1199
chr1	81549829	81550044	0.5187	0.4152
chr1	81555217	81555334	0.4925	0.0989
chr1	81577651	81578073	0.5157	-0.4662
chr1	81585758	81585928	0.4788	0.0847
chr1	81593536	81594169	0.4793	0.0894
chr1	81596025	81596561	0.4901	-0.4202
chr1	81608824	81608993	0.5613	-0.1152
chr1	81616887	81617127	0.5334	-0.1872
chr1	81623925	81624538	0.5753	-0.872
chr1	81630518	81630700	0.5028	0.1482
chr1	81653100	81653309	0.5331	-0.3448
chr1	81660730	81661839	0.5045	-0.6714
chr1	81671025	81671565	0.5041	-0.3975
chr1	81671878	81672154	0.551	-0.2087
chr1	81677742	81678369	0.5337	-0.5786
chr1	81696204	81696341	0.5299	0.127
chr1	81726387	81726948	0.4738	0.0171
chr1	81731889	81732103	0.4703	-0.1825
chr1	81734057	81734369	0.5902	-0.1429
chr1	81737264	81737646	0.5409	0.1347
chr1	81738311	81738842	0.5327	0.1372
chr1	81739977	81740392	0.5835	-0.3307
chr1	81743377	81743743	0.5841	-0.3187
chr1	81744345	81746293	0.5221	0.3598
chr1	81754173	81754329	0.532	-0.1135
chr1	81755220	81756118	0.4752	0.0604
chr1	81759906	81760368	0.5355	-0.516
chr1	81777435	81777933	0.6077	0.6912
chr1	81779995	81780158	0.5077	-0.214
chr1	81794637	81795891	0.6125	0.7465
chr1	81818700	81819660	0.5066	-0.5628
chr1	81844111	81844369	0.49	-0.1056
chr1	81852766	81852902	0.4874	-0.0912
chr1	81855789	81856022	0.613	0.1823
chr1	81859357	81860395	0.4792	-0.2933
chr1	81863909	81864096	0.5433	0.1253
chr1	81864490	81865185	0.5058	0.6012
chr1	81869672	81869887	0.4925	-0.2903
chr1	81884797	81885538	0.4982	-0.3736
chr1	81887049	81887280	0.592	0.5305
chr1	81891399	81891743	0.5412	0.1411
chr1	81896931	81897971	0.5956	0.8697
chr1	81903743	81904468	0.5491	-0.6953
chr1	81904858	81905024	0.5166	-0.192
chr1	81912533	81913096	0.6037	-0.4717
chr1	81913250	81914553	0.5179	0.5542
chr1	81928498	81928676	0.515	-0.0737
chr1	81930261	81930872	0.5621	-0.5991
chr1	81933232	81933408	0.5029	-0.1556
chr1	81933730	81933879	0.5313	-0.1234
chr1	81938835	81939054	0.6782	-0.3144
chr1	81940134	81940698	0.6594	-0.7778
chr1	81945254	81945786	0.5927	0.5847
chr1	81949973	81950572	0.601	-0.1063
chr1	81951318	81951919	0.6276	-0.2726
chr1	81954626	81954846	0.6204	-0.24
chr1	81956433	81956585	0.6059	0.0776
chr1	81967195	81967344	0.6241	-0.0859
chr1	81968387	81968660	0.5955	0.1453
chr1	81972425	81972957	0.5449	0.5937
chr1	81976917	81977422	0.5586	0.298
chr1	81978014	81979221	0.586	0.6458
chr1	81979668	81980046	0.6674	-0.4744
chr1	81986971	81987761	0.6635	-0.7941
chr1	82008707	82009140	0.7444	-0.6899
chr1	82027819	82028135	0.6615	-0.3033
chr1	82031361	82031695	0.6169	-0.096
chr1	82032446	82032832	0.6139	-0.4885
chr1	82038116	82038533	0.6105	-0.4025
chr1	82040293	82040801	0.5957	-0.3997
chr1	82041056	82041912	0.5887	-0.2605
chr1	82042062	82042397	0.6394	-0.0607
chr1	82065365	82065624	0.6612	0.3129
chr1	82068510	82069182	0.6239	-0.5473
chr1	82093184	82093752	0.6013	0.3364
chr1	82093945	82094438	0.5579	-0.24
chr1	82094921	82095254	0.7406	-0.1152
chr1	82109140	82109600	0.5124	0.0887
chr1	82109992	82110594	0.5803	0.0019
chr1	82111384	82111516	0.6533	0.1399
chr1	82112255	82112930	0.6299	-0.4776
chr1	82113225	82113541	0.6025	-0.1034
chr1	82123873	82124132	0.5899	0.2399
chr1	82129453	82130297	0.6199	0.5287
chr1	82132592	82132827	0.6154	0.1232
chr1	82150577	82151331	0.6281	-0.1928
chr1	82155814	82156574	0.749	-0.8628
chr1	82162878	82163249	0.6801	-0.5012
chr1	82184090	82184321	0.593	0.0776
chr1	82189503	82190066	0.6483	-0.604
chr1	82195681	82196026	0.6434	-0.2095
chr1	82199751	82200508	0.4755	-0.0702
chr1	82200763	82200901	0.6101	0.0864
chr1	82207596	82207822	0.5377	0.0988
chr1	82220678	82221323	0.5595	0.6043
chr1	82223269	82223703	0.7623	-0.6077
chr1	82239366	82239651	0.6412	0.0899
chr1	82240097	82240481	0.6105	0.6021
chr1	82244980	82245160	0.705	-0.0816
chr1	82247028	82248138	0.7283	0.342
chr1	82257568	82257760	0.6558	0.4545
chr1	82258312	82259293	0.624	-0.4546
chr1	82260312	82260459	0.7728	-0.0605
chr1	82267638	82267837	0.6327	0.4064
chr1	82274357	82274682	0.6661	-0.5518
chr1	82281831	82281991	0.5613	-0.072
chr1	82283040	82283713	0.626	0.0165
chr1	82283864	82284254	0.5595	-0.1438
chr1	82285557	82285813	0.6906	-0.1366
chr1	82290117	82290238	0.7114	0.053
chr1	82290356	82291854	0.8096	0.0486
chr1	82292650	82293081	0.5676	-0.1212
chr1	82303756	82303895	0.5697	-0.1181
chr1	82304436	82304815	0.5879	0.4059
chr1	82316198	82317081	0.5914	-0.234
chr1	82320335	82321228	0.5557	0.3837
chr1	82323757	82324777	0.6379	-0.5122
chr1	82325098	82325246	0.6303	0.1102
chr1	82326274	82326501	0.6636	0.2744
chr1	82333079	82333236	0.649	0.1341
chr1	82336267	82336393	0.6026	0.1013
chr1	82338937	82339204	0.6072	0.0839
chr1	82345255	82345721	0.6249	-0.2189
chr1	82347715	82348085	0.6052	-0.2666
chr1	82348087	82348228	0.621	-0.0698
chr1	82358942	82359279	0.5763	-0.1933
chr1	82361312	82361723	0.598	0.3922
chr1	82361887	82362978	0.6853	-0.6403
chr1	82371770	82372355	0.6981	-0.5332
chr1	82373705	82373982	0.5769	-0.1057
chr1	82374896	82375302	0.6963	-0.3801
chr1	82375569	82375777	0.6255	-0.0538
chr1	82381922	82382185	0.6613	-0.1181
chr1	82385036	82386234	0.58	0.1063
chr1	82412086	82412415	0.6256	-0.2428
chr1	82414444	82414777	0.6576	-0.2894
chr1	82428858	82429563	0.632	-0.3814
chr1	82433117	82433811	0.5635	0.0037
chr1	82440079	82440714	0.7272	0.4669
chr1	82451870	82452192	0.6567	-0.303
chr1	82460924	82461039	0.5782	0.0828
chr1	82472909	82473066	0.6818	-0.186
chr1	82474572	82475203	0.6348	-0.2959
chr1	82476195	82477103	0.6108	0.1677
chr1	82482908	82483084	0.5577	-0.1008
chr1	82494627	82494832	0.6214	0.1129
chr1	82498179	82498446	0.6098	0.267
chr1	82525490	82525662	0.6506	-0.0778
chr1	82525885	82526524	0.6218	-0.6479
chr1	82528093	82528301	0.5448	0.0847
chr1	82536361	82537001	0.6494	-0.6371
chr1	82537828	82538256	0.6332	-0.3097
chr1	82544407	82544580	0.5883	-0.1578
chr1	82546513	82546722	0.6091	0.1318
chr1	82554435	82554962	0.6276	-0.302
chr1	82555832	82556051	0.7202	0.2766
chr1	82574537	82574834	0.7206	-0.274
chr1	82577950	82578793	0.6154	-0.3411
chr1	82586420	82587537	0.5947	0.091
chr1	82596979	82597701	0.6578	-0.7594
chr1	82599152	82599580	0.6257	-0.3088
chr1	82603537	82603686	0.7051	-0.06
chr1	82603926	82604033	0.6619	0.0742
chr1	82612068	82613396	0.6427	-0.5464
chr1	82621694	82621972	0.6203	-0.2672
chr1	82627067	82627197	0.6727	0.1153
chr1	82634451	82635304	0.7446	0.9761
chr1	82641582	82641963	0.6027	-0.3945
chr1	82656976	82657085	0.5595	0.0849
chr1	82662384	82662907	0.6162	-0.2708
chr1	82663472	82663779	0.5801	-0.325
chr1	82671852	82672024	0.6634	-0.3564
chr1	82672975	82673251	0.7025	-0.5395
chr1	82674155	82674283	0.6252	-0.0905
chr1	82675296	82675441	0.6104	-0.0966
chr1	82688699	82689282	0.6963	-0.8765
chr1	82695869	82696323	0.6293	-0.4829
chr1	82700962	82701105	0.6689	-0.0982
chr1	82701447	82702148	0.714	-0.9876
chr1	82724758	82725517	0.5948	0.1427
chr1	82727296	82727655	0.631	-0.2963
chr1	82746446	82746623	0.6859	0.1401
chr1	82765062	82765244	0.6756	0.1205
chr1	82772708	82773198	0.516	0.0919
chr1	82787274	82788449	0.6302	-0.1777
chr1	82793156	82793775	0.6587	-0.6515
chr1	82795280	82796283	0.4997	0.0896
chr1	82798399	82798519	0.6516	0.0817
chr1	82798739	82799282	0.5772	0.2184
chr1	82801236	82801859	0.576	-0.0269
chr1	82804020	82804514	0.5951	-0.2243
chr1	82805509	82805622	0.6429	0.1231
chr1	82808469	82809082	0.6165	-0.2329
chr1	82811589	82812263	0.6092	-0.6242
chr1	82820428	82820586	0.6831	-0.1008
chr1	82831737	82832670	0.5182	-0.1716
chr1	82834535	82835021	0.6341	-0.3829
chr1	82839118	82840192	0.7875	0.2545
chr1	82846326	82846814	0.6096	-0.205
chr1	82849875	82850013	0.6907	-0.2589
chr1	82857882	82858102	0.6972	-0.102
chr1	82858378	82858809	0.6227	-0.2996
chr1	82879314	82879457	0.7501	-0.0859
chr1	82891175	82891324	0.6938	-0.1776
chr1	82902260	82902430	0.6911	-0.0624
chr1	82902782	82903378	0.6526	-0.3977
chr1	82908713	82909151	0.6518	-0.3928
chr1	82912970	82913374	0.5831	-0.2262
chr1	82917800	82918009	0.723	-0.1502
chr1	82918578	82919293	0.6338	-0.2539
chr1	82935641	82935933	0.5296	0.0825
chr1	82955011	82955188	0.6459	-0.0768
chr1	82956340	82956699	0.6927	-0.4614
chr1	82959950	82960291	0.5383	0.2199
chr1	82961511	82961678	0.679	-0.102
chr1	82963576	82963737	0.6352	-0.0698
chr1	82971524	82972505	0.623	-0.5223
chr1	82975841	82976520	0.508	-0.1761
chr1	82977757	82978163	0.7008	-0.4762
chr1	82987711	82988243	0.5867	-0.1916
chr1	82991248	82991390	0.7418	0.0041
chr1	83001078	83001235	0.6491	-0.2194
chr1	83006095	83007016	0.5861	-0.4851
chr1	83015473	83015718	0.6396	-0.0672
chr1	83020683	83020878	0.7536	-0.12
chr1	83036961	83037150	0.6336	-0.2505
chr1	83038051	83038637	0.6141	-0.0445
chr1	83038819	83038997	0.6563	-0.0698
chr1	83060700	83060910	0.6015	-0.2279
chr1	83064859	83065270	0.664	-0.285
chr1	83075993	83076556	0.6353	-0.0511
chr1	83091138	83091767	0.6273	-0.572
chr1	83096125	83096827	0.5351	-0.1045
chr1	83099333	83100051	0.5739	-0.011
chr1	83101766	83102238	0.6392	0.1228
chr1	83111671	83112027	0.7355	-0.6529
chr1	83119470	83120677	0.591	-0.7476
chr1	83135642	83135784	0.6759	-0.0859
chr1	83135968	83136095	0.7021	-0.0751
chr1	83138182	83138380	0.6619	-0.1008
chr1	83150413	83150836	0.6563	-0.0966
chr1	83156499	83157197	0.6105	-0.3767
chr1	83159202	83160098	0.5848	0.3237
chr1	83161964	83162201	0.6808	-0.0871
chr1	83166974	83167349	0.6169	-0.1836
chr1	83169006	83169732	0.7475	-0.9433
chr1	83178472	83178586	0.6971	0.0898
chr1	83181510	83181710	0.699	-0.3109
chr1	83187274	83187468	0.7411	-0.4659
chr1	83206807	83207259	0.6087	-0.2844
chr1	83218359	83218465	0.6868	0.1565
chr1	83224447	83224678	0.3181	0.187
chr1	83227131	83227415	0.525	-0.2824
chr1	83228352	83228617	0.6844	0.1199
chr1	83248349	83248766	0.5296	-0.0921
chr1	83272868	83273184	0.2829	0.0955
chr1	83273501	83273787	0.3461	-0.1734
chr1	83285915	83286205	0.3924	0.1764
chr1	83311641	83312095	0.738	0.6024
chr1	83324524	83324858	0.6632	0.3906
chr1	83327853	83328051	0.5546	0.3083
chr1	83407937	83408511	0.4518	0.8004
chr1	83451425	83451655	0.6232	-0.2702
chr1	83454913	83456248	0.5405	0.996
chr1	83468585	83468708	0.4579	0.1071
chr1	83488770	83488956	0.5057	-0.0768
chr1	83505528	83505640	0.3633	0.173
chr1	83531728	83531999	0.3974	-0.1121
chr1	83582882	83583330	0.3256	0.1318
chr1	83631618	83632181	0.5427	0.22
chr1	83643777	83643939	0.3432	-0.1008
chr1	83662306	83662449	0.6065	0.1482
chr1	83697404	83697688	0.4546	0.1483
chr1	83722667	83723485	0.7425	0.5328
chr1	83727258	83727569	0.3237	-0.1437
chr1	83745984	83746334	0.4993	-0.556
chr1	83753714	83753860	0.2935	0.0742
chr1	83761503	83761818	0.2552	-0.0966
chr1	83786811	83787912	0.3212	-0.3975
chr1	83788401	83788527	0.3933	-0.0999
chr1	83791615	83792092	0.5099	-0.2954
chr1	83797035	83797550	0.2643	0.2059
chr1	83850347	83851646	0.5877	-0.6494
chr1	83851770	83851910	0.4667	-0.0654
chr1	83857624	83857925	0.3274	-0.1825
chr1	83862716	83863071	0.2872	-0.0859
chr1	83871109	83871629	0.3659	0.0109
chr1	83896653	83897120	0.4517	0.2654
chr1	83900150	83900490	0.4465	-0.351
chr1	83906466	83907611	0.4676	-0.7127
chr1	83917835	83918866	0.4321	-0.7064
chr1	83922480	83922667	0.2777	0.0968
chr1	83933246	83933495	0.8155	-0.2363
chr1	83934596	83934869	0.5837	-0.2914
chr1	83935690	83935857	0.4757	-0.072
chr1	83941137	83941530	0.6143	-0.658
chr1	83954567	83954924	0.3474	-0.183
chr1	83959829	83960070	0.6606	0.2035
chr1	83970749	83971142	0.5892	0.4359
chr1	84001364	84001561	0.4277	-0.1288
chr1	84002732	84003030	0.6329	-0.2431
chr1	84004640	84004785	0.3566	-0.0966
chr1	84015897	84016036	0.3678	-0.0912
chr1	84025972	84026174	0.5051	0.0983
chr1	84028322	84029212	0.6099	-0.4878
chr1	84053014	84053334	0.4397	-0.2225
chr1	84075078	84075250	0.6097	-0.0751
chr1	84077264	84077454	0.5686	0.0824
chr1	84087338	84088394	0.457	-0.4319
chr1	84092902	84093892	0.4093	-0.4287
chr1	84098102	84098230	0.5117	0.0823
chr1	84120778	84120960	0.275	-0.0859
chr1	84128638	84128792	0.357	-0.0816
chr1	84130056	84130501	0.3491	-0.4148
chr1	84141372	84141992	0.4619	-0.5541
chr1	84145728	84145939	0.4381	-0.111
chr1	84148450	84148650	0.4012	-0.0751
chr1	84154028	84154465	0.7129	-0.39
chr1	84157766	84158117	0.6462	-0.1869
chr1	84177094	84178183	0.5902	-0.8505
chr1	84183031	84183163	0.3456	-0.0751
chr1	84186604	84187021	0.3316	-0.1695
chr1	84187149	84187482	0.7499	-0.398
chr1	84189575	84189864	0.3531	-0.1771
chr1	84199874	84200233	0.4323	-0.2863
chr1	84216499	84216781	0.328	-0.1615
chr1	84218450	84219036	0.8635	-0.9233
chr1	84253977	84254116	0.7042	0.1313
chr1	84254416	84255007	0.3581	0.2281
chr1	84271707	84272135	0.3898	-0.4244
chr1	84283205	84283725	0.4917	-0.2028
chr1	84284089	84285049	0.5946	-0.0247
chr1	84286593	84287239	0.3922	-0.11
chr1	84302756	84303169	0.629	-0.4645
chr1	84316074	84316238	0.2816	0.1813
chr1	84317643	84317834	0.3071	-0.1895
chr1	84321209	84321619	0.3332	-0.2457
chr1	84324349	84324522	0.4536	0.1153
chr1	84348094	84348247	0.482	0.0824
chr1	84359951	84360528	0.4586	-0.3096
chr1	84362625	84362778	0.2818	-0.0612
chr1	84363793	84363912	0.3019	0.0892
chr1	84364051	84364182	0.4898	0.0822
chr1	84381142	84381398	0.3961	0.1648
chr1	84386418	84386699	0.3949	0.0812
chr1	84387617	84387878	0.3415	0.1324
chr1	84406794	84407537	0.66	-0.8414
chr1	84415981	84416194	0.6256	-0.0805
chr1	84417670	84418266	0.5674	0.2665
chr1	84425532	84425645	0.4322	0.068
chr1	84433582	84434006	0.471	-0.1056
chr1	84437463	84437631	0.4311	0.0989
chr1	84449477	84450238	0.696	-0.5438
chr1	84464222	84464792	0.445	-0.2623
chr1	84464935	84465151	0.3965	-0.0864
chr1	84470918	84471281	0.6926	0.2467
chr1	84506232	84506397	0.4119	-0.137
chr1	84506677	84507864	0.5093	-0.3318
chr1	84512876	84513811	0.8421	-0.6941
chr1	84518302	84518691	0.4009	-0.2614
chr1	84524546	84525084	0.4365	0.3514
chr1	84550844	84551273	0.773	0.3432
chr1	84561402	84561661	0.2921	0.1086
chr1	84561895	84562138	0.26	0.0542
chr1	84577612	84577824	0.3271	0.0989
chr1	84581851	84582256	0.6804	-0.5303
chr1	84596247	84596374	0.324	0.0741
chr1	84615015	84615134	0.5053	0.0817
chr1	84619372	84619654	0.3309	-0.12
chr1	84623133	84623283	0.5701	0.0948
chr1	84657158	84657826	0.5958	-0.5009
chr1	84667909	84668038	0.3068	0.1403
chr1	84682777	84682929	0.5711	0.0748
chr1	84690492	84690604	0.4727	0.1217
chr1	84694783	84695287	0.5594	0.2897
chr1	84695395	84696428	0.6413	0.0223
chr1	84709459	84709710	0.4392	-0.0698
chr1	84709888	84710868	0.4858	-0.375
chr1	84717702	84717847	0.5228	-0.0771
chr1	84718215	84718799	0.4006	-0.3733
chr1	84733784	84734325	0.7965	-0.4038
chr1	84747072	84747252	0.4345	-0.137
chr1	84800167	84800439	0.27	-0.0805
chr1	84824549	84824808	0.3801	-0.3013
chr1	84825010	84825397	0.7831	0.7336
chr1	84838455	84840628	0.6589	0.1704
chr1	84847816	84848079	0.7756	-0.3137
chr1	84849875	84850181	0.5492	0.5305
chr1	84851707	84851938	0.4088	-0.0711
chr1	84855637	84856290	0.4741	-0.5367
chr1	84874321	84874566	0.4373	-0.3228
chr1	84881234	84882362	0.4339	-0.2434
chr1	84897512	84897824	0.7023	-0.3363
chr1	84910318	84910949	0.5162	-0.6806
chr1	84933596	84933839	0.4023	-0.1295
chr1	84934075	84935320	0.4967	-0.2214
chr1	84952416	84952671	0.4543	-0.1008
chr1	84956808	84957058	0.3585	0.1401
chr1	85112388	85112567	0.6413	0.1813
chr1	85113020	85113177	0.4333	0.1935
chr1	85114132	85114390	0.447	0.2027
chr1	85117284	85117390	0.3493	0.1131
chr1	85206596	85206758	0.4579	0.0824
chr1	85221705	85221938	0.6136	0.0989
chr1	85222122	85222444	0.3194	0.0989
chr1	85222636	85222749	0.4988	0.1153
chr1	85223412	85223572	0.5743	0.0906
chr1	85240171	85240296	0.4818	0.1236
chr1	85242923	85243212	0.4428	0.1179
chr1	85246445	85246550	0.4558	0.1159
chr1	85246875	85247431	0.3799	0.1301
chr1	85249111	85249319	0.5146	0.1563
chr1	85258807	85258955	0.2937	0.1318
chr1	85581531	85581737	0.2842	-0.0912
chr1	85592525	85592684	0.4062	0.0824
chr1	85600836	85601181	0.2802	0.1071
chr1	85703226	85704073	0.7452	-0.3757
chr1	85720247	85720675	0.3955	0.4692
chr1	85724643	85724779	0.5745	0.1257
chr1	85732423	85732559	0.3565	0.0747
chr1	85736256	85736944	0.6893	-0.2928
chr1	85742514	85743400	0.5572	-0.3535
chr1	85747900	85748267	0.5587	-0.2349
chr1	85751467	85751936	0.3789	0.0894
chr1	85758240	85759090	0.4718	0.0329
chr1	85762478	85762631	0.5148	-0.1311
chr1	85764417	85764710	0.3023	0.2565
chr1	85766062	85766676	0.4362	0.4193
chr1	85770328	85770652	0.6539	-0.1897
chr1	85771842	85772381	0.755	-0.6077
chr1	85774974	85775564	0.5833	-0.3445
chr1	85793063	85794793	0.6315	0.2465
chr1	85799749	85800219	0.6902	-0.6098
chr1	85806799	85807022	0.4882	-0.2307
chr1	85809500	85810140	0.333	0.0883
chr1	85814712	85814927	0.3447	-0.1268
chr1	85815387	85815895	0.5507	-0.5537
chr1	85820221	85820722	0.3594	-0.244
chr1	85827039	85827442	0.3936	0.257
chr1	85829010	85829299	0.5569	-0.235
chr1	85831279	85831412	0.6146	-0.1342
chr1	85837832	85838408	0.8991	-0.8361
chr1	85842253	85842487	0.5767	-0.1488
chr1	85843864	85844442	0.4678	-0.5637
chr1	85846276	85846412	0.399	-0.0837
chr1	85853189	85853599	0.5579	-0.1577
chr1	85854115	85854593	0.4961	0.3146
chr1	85857415	85857675	0.6594	-0.1585
chr1	85866046	85866207	0.4326	0.0779
chr1	85868113	85868606	0.3661	-0.3728
chr1	85894217	85894999	0.4789	0.1581
chr1	85895071	85895940	0.7843	-0.4376
chr1	85900848	85901255	0.7805	0.1854
chr1	85901904	85902539	0.8105	0.4202
chr1	85908882	85909120	0.7989	0.213
chr1	85913139	85913707	0.7934	0.0569
chr1	85933325	85933975	0.7736	-0.1197
chr1	85935501	85935844	0.7688	-0.2101
chr1	85941495	85942366	0.7692	0.2102
chr1	85956548	85956730	0.8105	0.1222
chr1	85958548	85958656	0.8516	0.0714
chr1	85969640	85969782	0.8507	0.0959
chr1	85974406	85974675	0.8175	0.1805
chr1	85993480	85993588	0.8375	0.0736
chr1	86007821	86008095	0.7984	-0.0897
chr1	86012270	86012698	0.8027	-0.2315
chr1	86018105	86018803	0.8073	-0.0585
chr1	86032043	86032832	0.7813	-0.687
chr1	86037169	86037301	0.8386	-0.0633
chr1	86038340	86039003	0.7969	-0.3364
chr1	86045797	86046685	0.9588	0.1655
chr1	86048265	86048951	0.832	-0.6917
chr1	86054974	86055196	0.8224	0.2149
chr1	86059105	86059848	0.7968	-0.136
chr1	86064097	86065531	0.8361	0.2182
chr1	86069952	86070083	0.8693	0.0847
chr1	86094278	86094840	0.8647	-0.8635
chr1	86103066	86103254	0.8071	-0.0672
chr1	86103609	86103779	0.7841	-0.0672
chr1	86105165	86105371	0.9076	0.6509
chr1	86110534	86111025	0.8088	-0.572
chr1	86111732	86112135	0.8236	0.6282
chr1	86123648	86123902	0.818	-0.2479
chr1	86124135	86124683	0.8149	-0.2519
chr1	86125988	86126539	0.7866	-0.5174
chr1	86129423	86129799	0.8413	-0.4783
chr1	86134920	86135770	0.8111	-0.6844
chr1	86141120	86141446	0.8134	-0.2154
chr1	86146535	86146805	0.7741	-0.1504
chr1	86147394	86148048	0.805	-0.0775
chr1	86148329	86148715	0.7797	0.1967
chr1	86151356	86151671	0.8415	-0.1392
chr1	86154181	86155061	0.8025	0.2142
chr1	86167039	86167949	0.82	-0.7287
chr1	86174743	86174909	0.8097	-0.0979
chr1	86178701	86179295	0.8203	-0.3483
chr1	86182865	86183064	0.8162	0.0751
chr1	86186719	86187178	0.8191	-0.4617
chr1	86200356	86201050	0.9002	0.4811
chr1	86202697	86202833	0.7507	-0.0805
chr1	86213958	86214582	0.7658	-0.2667
chr1	86225226	86225589	0.806	-0.51
chr1	86226299	86226729	0.7683	-0.1986
chr1	86229392	86229764	0.7558	-0.1968
chr1	86233945	86234297	0.8028	-0.0886
chr1	86240876	86241310	0.7956	-0.2165
chr1	86243545	86244353	0.7947	-0.3312
chr1	86244457	86244654	0.8544	0.0087
chr1	86256475	86256696	0.8158	0.1997
chr1	86257342	86257622	0.8138	0.186
chr1	86263612	86264180	0.789	0.199
chr1	86268825	86269591	0.8053	-0.0571
chr1	86277167	86277761	0.7663	-0.209
chr1	86281895	86282672	0.8171	-0.3833
chr1	86292950	86293658	0.8448	-1.0
chr1	86300091	86301043	0.8263	0.1967
chr1	86303093	86304171	0.8815	-0.1934
chr1	86320863	86321024	0.7821	0.1565
chr1	86335865	86336003	0.8308	-0.0797
chr1	86339350	86340045	0.7927	-0.1394
chr1	86341241	86341418	0.7707	-0.2306
chr1	86342183	86342736	0.7677	0.0298
chr1	86342891	86343814	0.7626	0.0285
chr1	86343982	86344219	0.7963	0.0745
